provider,provider_id,season,match_date,source_date,competition,home_team,away_team,home_score,away_score,result_note,source_url
FUTBOL24,67052620ABCA1731,2014-2015,2014-10-22,2014-10-22,阿塞杯,Loko Bilajary,MOIK Baku,0,1,FT,https://www.futbol24.com/match/2014/10/22/national/Azerbaijan/Kubok/2014-2015/Round-1/Loko-Bilajary/vs/MOIK-Baku
FUTBOL24,804751CDF25C6372,2014-2015,2014-10-22,2014-10-22,阿塞杯,Qaradag Lokb,Zira FK,1,0,FT,https://www.futbol24.com/match/2014/10/22/national/Azerbaijan/Kubok/2014-2015/Round-1/Qaradag-Lokb/vs/Zira-FK
FOTMOB,1797537,2014/2015,2014-10-24,2014-10-24,阿塞超,FK Qabala,Sumqayit,3,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797539,2014/2015,2014-10-25,2014-10-25,阿塞超,AZAL PFC Baku,FK Baku,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797540,2014/2015,2014-10-26,2014-10-26,阿塞超,Qarabag FK,Khazar Lenkoran,3,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797541,2014/2015,2014-10-26,2014-10-26,阿塞超,FK Neftchi,Shamakhi FK,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797542,2014/2015,2014-10-29,2014-10-29,阿塞超,Sumqayit,Khazar Lenkoran,1,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797543,2014/2015,2014-10-29,2014-10-29,阿塞超,Shamakhi FK,Qarabag FK,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797545,2014/2015,2014-10-29,2014-10-29,阿塞超,FK Baku,FK Neftchi,1,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797546,2014/2015,2014-10-29,2014-10-29,阿塞超,AZAL PFC Baku,Simurq,2,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797547,2014/2015,2014-11-02,2014-11-02,阿塞超,Khazar Lenkoran,Simurq,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797548,2014/2015,2014-11-02,2014-11-02,阿塞超,FK Neftchi,AZAL PFC Baku,4,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797549,2014/2015,2014-11-02,2014-11-02,阿塞超,FK Qabala,FK Baku,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797551,2014/2015,2014-11-02,2014-11-02,阿塞超,Sumqayit,Shamakhi FK,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797553,2014/2015,2014-11-20,2014-11-20,阿塞超,Shamakhi FK,Khazar Lenkoran,3,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797554,2014/2015,2014-11-20,2014-11-20,阿塞超,FK Baku,Qarabag FK,2,4,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797555,2014/2015,2014-11-20,2014-11-20,阿塞超,AZAL PFC Baku,FK Qabala,3,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797556,2014/2015,2014-11-20,2014-11-20,阿塞超,Simurq,FK Neftchi,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797557,2014/2015,2014-11-23,2014-11-23,阿塞超,FK Qabala,Simurq,2,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797558,2014/2015,2014-11-23,2014-11-23,阿塞超,Qarabag FK,AZAL PFC Baku,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797559,2014/2015,2014-11-24,2014-11-24,阿塞超,Khazar Lenkoran,FK Neftchi,2,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797560,2014/2015,2014-11-24,2014-11-24,阿塞超,Sumqayit,FK Baku,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797563,2014/2015,2014-11-29,2014-11-29,阿塞超,FK Baku,Shamakhi FK,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797564,2014/2015,2014-11-29,2014-11-29,阿塞超,AZAL PFC Baku,Sumqayit,3,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797566,2014/2015,2014-11-29,2014-11-29,阿塞超,FK Neftchi,FK Qabala,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797565,2014/2015,2014-11-30,2014-11-30,阿塞超,Simurq,Qarabag FK,2,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FUTBOL24,43AB5F19DC1388B4,2014-2015,2014-12-03,2014-12-03,阿塞杯,Neftchala,AZAL PFK,1,2,FT,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Neftchala/vs/AZAL-PFK
FUTBOL24,450E7800999A24B9,2014-2015,2014-12-03,2014-12-03,阿塞杯,Sumqayit FK,FK Baku,0,0,p.3-4,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Sumqayit-FK/vs/FK-Baku
FUTBOL24,4D729A430634D554,2014-2015,2014-12-03,2014-12-03,阿塞杯,Simurq,Ravan Baku,6,0,FT,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Simurq/vs/Ravan-Baku
FUTBOL24,7EDF127D390850F9,2014-2015,2014-12-03,2014-12-03,阿塞杯,Shahdagh Gusar,Inter Baku,0,3,FT,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Shahdagh-Gusar/vs/Inter-Baku
FUTBOL24,8A5ECB30DB374281,2014-2015,2014-12-03,2014-12-03,阿塞杯,Gabala,AGSU FK,3,0,FT,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Gabala/vs/AGSU-FK
FUTBOL24,8CABB3BDF98B05F3,2014-2015,2014-12-03,2014-12-03,阿塞杯,Qarabag FK,MOIK Baku,4,2,FT,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Qarabag-FK/vs/MOIK-Baku
FUTBOL24,D4A439EA74CC3808,2014-2015,2014-12-03,2014-12-03,阿塞杯,Neftchi Baku,Qaradag Lokb,3,0,FT,https://www.futbol24.com/match/2014/12/03/national/Azerbaijan/Kubok/2014-2015/Round-2/Neftchi-Baku/vs/Qaradag-Lokb
FOTMOB,1797567,2014/2015,2014-12-07,2014-12-07,阿塞超,Khazar Lenkoran,FK Qabala,3,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797568,2014/2015,2014-12-07,2014-12-07,阿塞超,Qarabag FK,FK Neftchi,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797569,2014/2015,2014-12-07,2014-12-07,阿塞超,Sumqayit,Simurq,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797570,2014/2015,2014-12-07,2014-12-07,阿塞超,Shamakhi FK,AZAL PFC Baku,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797572,2014/2015,2014-12-13,2014-12-13,阿塞超,Simurq,Shamakhi FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797574,2014/2015,2014-12-14,2014-12-14,阿塞超,FK Baku,Khazar Lenkoran,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797575,2014/2015,2014-12-14,2014-12-14,阿塞超,FK Neftchi,Sumqayit,3,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797576,2014/2015,2014-12-14,2014-12-14,阿塞超,FK Qabala,Qarabag FK,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797578,2014/2015,2014-12-17,2014-12-17,阿塞超,FK Baku,AZAL PFC Baku,1,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797579,2014/2015,2014-12-18,2014-12-18,阿塞超,Khazar Lenkoran,Qarabag FK,2,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797580,2014/2015,2014-12-18,2014-12-18,阿塞超,Sumqayit,FK Qabala,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797581,2014/2015,2014-12-18,2014-12-18,阿塞超,Shamakhi FK,FK Neftchi,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797582,2014/2015,2014-12-21,2014-12-21,阿塞超,Khazar Lenkoran,AZAL PFC Baku,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797585,2014/2015,2014-12-21,2014-12-21,阿塞超,FK Qabala,Shamakhi FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797586,2014/2015,2014-12-21,2014-12-21,阿塞超,Qarabag FK,Sumqayit,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797583,2014/2015,2014-12-22,2014-12-22,阿塞超,Simurq,FK Baku,5,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797587,2014/2015,2015-01-30,2015-01-30,阿塞超,Shamakhi FK,Sumqayit,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797588,2014/2015,2015-01-31,2015-01-31,阿塞超,AZAL PFC Baku,FK Neftchi,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797590,2014/2015,2015-02-01,2015-02-01,阿塞超,Simurq,Khazar Lenkoran,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797591,2014/2015,2015-02-01,2015-02-01,阿塞超,FK Baku,FK Qabala,0,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797592,2014/2015,2015-02-06,2015-02-06,阿塞超,FK Qabala,AZAL PFC Baku,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797593,2014/2015,2015-02-06,2015-02-06,阿塞超,FK Neftchi,Simurq,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797594,2014/2015,2015-02-07,2015-02-07,阿塞超,Khazar Lenkoran,Shamakhi FK,1,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797596,2014/2015,2015-02-07,2015-02-07,阿塞超,Qarabag FK,FK Baku,4,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797597,2014/2015,2015-02-10,2015-02-10,阿塞超,Simurq,FK Qabala,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797598,2014/2015,2015-02-11,2015-02-11,阿塞超,FK Neftchi,Khazar Lenkoran,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797599,2014/2015,2015-02-11,2015-02-11,阿塞超,AZAL PFC Baku,Qarabag FK,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797600,2014/2015,2015-02-11,2015-02-11,阿塞超,FK Baku,Sumqayit,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797603,2014/2015,2015-02-15,2015-02-15,阿塞超,Shamakhi FK,FK Baku,4,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797604,2014/2015,2015-02-15,2015-02-15,阿塞超,Sumqayit,AZAL PFC Baku,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797605,2014/2015,2015-02-15,2015-02-15,阿塞超,Qarabag FK,Simurq,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797606,2014/2015,2015-02-15,2015-02-15,阿塞超,FK Qabala,FK Neftchi,1,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797607,2014/2015,2015-02-19,2015-02-19,阿塞超,FK Qabala,Khazar Lenkoran,3,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797608,2014/2015,2015-02-19,2015-02-19,阿塞超,FK Neftchi,Qarabag FK,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797609,2014/2015,2015-02-19,2015-02-19,阿塞超,Simurq,Sumqayit,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797610,2014/2015,2015-02-19,2015-02-19,阿塞超,AZAL PFC Baku,Shamakhi FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797510,2014/2015,2015-02-24,2015-02-24,阿塞超,AZAL PFC Baku,FK Neftchi,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797612,2014/2015,2015-02-28,2015-02-28,阿塞超,Khazar Lenkoran,FK Baku,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797614,2014/2015,2015-02-28,2015-02-28,阿塞超,Shamakhi FK,Simurq,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797615,2014/2015,2015-02-28,2015-02-28,阿塞超,Sumqayit,FK Neftchi,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797616,2014/2015,2015-02-28,2015-02-28,阿塞超,Qarabag FK,FK Qabala,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FUTBOL24,7A93C867EE870907,2014-2015,2015-03-04,2015-03-04,阿塞杯,Inter Baku,Khazar Lank,2,0,FT,https://www.futbol24.com/match/2015/03/04/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/Inter-Baku/vs/Khazar-Lank
FUTBOL24,8E37AB726FC88E93,2014-2015,2015-03-04,2015-03-04,阿塞杯,Qarabag FK,FK Baku,3,0,FT,https://www.futbol24.com/match/2015/03/04/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/Qarabag-FK/vs/FK-Baku
FUTBOL24,B8F456A0426F088C,2014-2015,2015-03-04,2015-03-04,阿塞杯,Gabala,Simurq,0,3,FT,https://www.futbol24.com/match/2015/03/04/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/Gabala/vs/Simurq
FUTBOL24,E5EB88D4502ED460,2014-2015,2015-03-04,2015-03-04,阿塞杯,Neftchi Baku,AZAL PFK,0,0,FT,https://www.futbol24.com/match/2015/03/04/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/Neftchi-Baku/vs/AZAL-PFK
FOTMOB,1797617,2014/2015,2015-03-08,2015-03-08,阿塞超,Qarabag FK,Khazar Lenkoran,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797618,2014/2015,2015-03-08,2015-03-08,阿塞超,FK Qabala,Sumqayit,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797619,2014/2015,2015-03-08,2015-03-08,阿塞超,FK Neftchi,Shamakhi FK,0,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797621,2014/2015,2015-03-08,2015-03-08,阿塞超,AZAL PFC Baku,FK Baku,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FUTBOL24,34C385AA406F5371,2014-2015,2015-03-13,2015-03-13,阿塞杯,Simurq,Gabala,0,0,FT,https://www.futbol24.com/match/2015/03/13/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/Simurq/vs/Gabala
FUTBOL24,BE1AB89D0F09831A,2014-2015,2015-03-13,2015-03-13,阿塞杯,FK Baku,Qarabag FK,1,4,FT,https://www.futbol24.com/match/2015/03/13/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/FK-Baku/vs/Qarabag-FK
FUTBOL24,D18C5C9A4BAD4FB5,2014-2015,2015-03-13,2015-03-13,阿塞杯,Khazar Lank,Inter Baku,0,3,FT,https://www.futbol24.com/match/2015/03/13/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/Khazar-Lank/vs/Inter-Baku
FUTBOL24,DC19747CDF2CA855,2014-2015,2015-03-13,2015-03-13,阿塞杯,AZAL PFK,Neftchi Baku,0,1,FT,https://www.futbol24.com/match/2015/03/13/national/Azerbaijan/Kubok/2014-2015/Quarterfinal/AZAL-PFK/vs/Neftchi-Baku
FOTMOB,1797622,2014/2015,2015-03-18,2015-03-18,阿塞超,AZAL PFC Baku,Khazar Lenkoran,3,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797623,2014/2015,2015-03-18,2015-03-18,阿塞超,FK Baku,Simurq,0,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797625,2014/2015,2015-03-18,2015-03-18,阿塞超,Shamakhi FK,FK Qabala,1,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797626,2014/2015,2015-03-18,2015-03-18,阿塞超,Sumqayit,Qarabag FK,1,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797627,2014/2015,2015-04-01,2015-04-01,阿塞超,Khazar Lenkoran,Sumqayit,3,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797630,2014/2015,2015-04-01,2015-04-01,阿塞超,FK Neftchi,FK Baku,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797631,2014/2015,2015-04-01,2015-04-01,阿塞超,Simurq,AZAL PFC Baku,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797628,2014/2015,2015-04-02,2015-04-02,阿塞超,Qarabag FK,Shamakhi FK,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797632,2014/2015,2015-04-05,2015-04-05,阿塞超,Shamakhi FK,Khazar Lenkoran,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797634,2014/2015,2015-04-05,2015-04-05,阿塞超,FK Baku,Qarabag FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797635,2014/2015,2015-04-05,2015-04-05,阿塞超,AZAL PFC Baku,FK Qabala,0,4,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797636,2014/2015,2015-04-05,2015-04-05,阿塞超,Simurq,FK Neftchi,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797637,2014/2015,2015-04-09,2015-04-09,阿塞超,Khazar Lenkoran,FK Neftchi,2,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797638,2014/2015,2015-04-09,2015-04-09,阿塞超,FK Qabala,Simurq,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797639,2014/2015,2015-04-09,2015-04-09,阿塞超,Qarabag FK,AZAL PFC Baku,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797640,2014/2015,2015-04-09,2015-04-09,阿塞超,Sumqayit,FK Baku,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FUTBOL24,A69A6DD95823AFE7,2014-2015,2015-04-13,2015-04-13,阿塞杯,Qarabag FK,Simurq,1,0,FT,https://www.futbol24.com/match/2015/04/13/national/Azerbaijan/Kubok/2014-2015/Semifinal/Qarabag-FK/vs/Simurq
FUTBOL24,C0BC8BD901B06C1B,2014-2015,2015-04-13,2015-04-13,阿塞杯,Neftchi Baku,Inter Baku,2,0,FT,https://www.futbol24.com/match/2015/04/13/national/Azerbaijan/Kubok/2014-2015/Semifinal/Neftchi-Baku/vs/Inter-Baku
FOTMOB,1797643,2014/2015,2015-04-17,2015-04-17,阿塞超,FK Baku,Shamakhi FK,1,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797644,2014/2015,2015-04-17,2015-04-17,阿塞超,AZAL PFC Baku,Sumqayit,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797645,2014/2015,2015-04-17,2015-04-17,阿塞超,Simurq,Qarabag FK,0,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797646,2014/2015,2015-04-17,2015-04-17,阿塞超,FK Neftchi,FK Qabala,1,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FUTBOL24,10E55B6198710F97,2014-2015,2015-04-21,2015-04-21,阿塞杯,Inter Baku,Neftchi Baku,2,1,FT,https://www.futbol24.com/match/2015/04/21/national/Azerbaijan/Kubok/2014-2015/Semifinal/Inter-Baku/vs/Neftchi-Baku
FUTBOL24,F868A2BACBA7260B,2014-2015,2015-04-21,2015-04-21,阿塞杯,Simurq,Qarabag FK,0,0,FT,https://www.futbol24.com/match/2015/04/21/national/Azerbaijan/Kubok/2014-2015/Semifinal/Simurq/vs/Qarabag-FK
FOTMOB,1797647,2014/2015,2015-04-25,2015-04-25,阿塞超,Khazar Lenkoran,FK Qabala,0,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797648,2014/2015,2015-04-25,2015-04-25,阿塞超,Qarabag FK,FK Neftchi,3,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797649,2014/2015,2015-04-25,2015-04-25,阿塞超,Sumqayit,Simurq,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797650,2014/2015,2015-04-25,2015-04-25,阿塞超,Shamakhi FK,AZAL PFC Baku,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797652,2014/2015,2015-05-01,2015-05-01,阿塞超,Simurq,Shamakhi FK,2,3,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797653,2014/2015,2015-05-01,2015-05-01,阿塞超,FK Neftchi,Sumqayit,2,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797654,2014/2015,2015-05-02,2015-05-02,阿塞超,FK Baku,Khazar Lenkoran,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797655,2014/2015,2015-05-02,2015-05-02,阿塞超,FK Qabala,Qarabag FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797657,2014/2015,2015-05-08,2015-05-08,阿塞超,Khazar Lenkoran,Qarabag FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797658,2014/2015,2015-05-08,2015-05-08,阿塞超,Sumqayit,FK Qabala,0,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797659,2014/2015,2015-05-08,2015-05-08,阿塞超,Shamakhi FK,FK Neftchi,4,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797661,2014/2015,2015-05-09,2015-05-09,阿塞超,FK Baku,AZAL PFC Baku,0,2,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797662,2014/2015,2015-05-15,2015-05-15,阿塞超,Simurq,FK Baku,4,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797664,2014/2015,2015-05-16,2015-05-16,阿塞超,FK Qabala,Shamakhi FK,1,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797665,2014/2015,2015-05-16,2015-05-16,阿塞超,Qarabag FK,Sumqayit,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797666,2014/2015,2015-05-16,2015-05-16,阿塞超,Khazar Lenkoran,AZAL PFC Baku,1,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797667,2014/2015,2015-05-22,2015-05-22,阿塞超,Sumqayit,Khazar Lenkoran,2,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797668,2014/2015,2015-05-22,2015-05-22,阿塞超,Shamakhi FK,Qarabag FK,2,1,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
FOTMOB,1797670,2014/2015,2015-05-22,2015-05-22,阿塞超,FK Baku,FK Neftchi,0,0,FT,https://www.fotmob.com/api/data/leagues?id=262&ccode3=CHN&season=2014%2F2015
